ageRange,industry,annualSalary,addIncome,currency,workCountry,usState,usCity,overallProExp,fieldExp,eduLevel,gender,race,totalCompensation,compUSD
35-44,"Marketing, Advertising & PR",197000,50000.0,USD,USA,Washington,Seattle,8-10,8-10,Master's degree,Woman,White,247000.0,247000.0
35-44,Agriculture or Forestry,165000,35000.0,USD,USA,North Carolina,Wilmington ,21-30,21-30,College degree,Woman,White,200000.0,200000.0
18-24,Business or Consulting,66000,0.0,GBP,UK,,London,2-4,2-4,College degree,Woman,White,66000.0,88440.0
35-44,Engineering or Manufacturing,149000,15000.0,USD,USA,Wisconsin,Milwaukee ,11-20,11-20,College degree,Woman,White,164000.0,164000.0
45-54,"Marketing, Advertising & PR",65000,0.0,USD,USA,Michigan,Grand Rapids,21-30,11-20,Some college,Woman,White,65000.0,65000.0
35-44,Agriculture or Forestry,120000,0.0,USD,USA,Minnesota,Nope,11-20,11-20,PhD,Woman,White,120000.0,120000.0
35-44,"Accounting, Banking & Finance",85000,0.0,USD,USA,Arkansas,Jonesboro ,21-30,8-10,College degree,Woman,White,85000.0,85000.0
25-34,Health care,52000,0.0,USD,USA,Minnesota,Maple Grove,11-20,8-10,College degree,Woman,White,52000.0,52000.0
25-34,Engineering or Manufacturing,118000,0.0,USD,USA,Kentucky,Louisville,5-7,5-7,Master's degree,Woman,White,118000.0,118000.0
25-34,"Marketing, Advertising & PR",87000,0.0,USD,USA,Minnesota,Minneapolis,5-7,5-7,College degree,Woman,White,87000.0,87000.0
55-64,Health care,82400,0.0,USD,USA,Oklahoma,Tulsa,31-40,31-40,Master's degree,Woman,White,82400.0,82400.0
45-54,Health care,37000,0.0,USD,USA,Illinois,Chicago,8-10,2-4,College degree,Woman,White,37000.0,37000.0
35-44,Insurance,76000,5600.0,USD,USA,Pennsylvania,Philadelphia ,11-20,8-10,Master's degree,Woman,White,81600.0,81600.0
35-44,Retail,78000,5000.0,USD,USA,Washington,Seattle,21-30,2-4,College degree,Woman,White,83000.0,83000.0
65 or over,Transport or Logistics,70000,500.0,USD,USA,Kentucky,LOUISVILLE,21-30,8-10,College degree,Woman,White,70500.0,70500.0
45-54,Education (Higher Education),89000,0.0,USD,USA,Oregon,Portland ,31-40,21-30,PhD,Woman,White,89000.0,89000.0
35-44,Education (Higher Education),105000,2000.0,USD,USA,California,San Diego ,11-20,11-20,Master's degree,Woman,White,107000.0,107000.0
35-44,Social science ,129000,6000.0,USD,USA,Maryland,Rockville ,11-20,11-20,PhD,Woman,White,135000.0,135000.0
18-24,"Accounting, Banking & Finance",34000,10000.0,USD,USA,California,San Diego,5-7,0-1,College degree,Woman,White,44000.0,44000.0
35-44,Insurance,108000,35000.0,CAD,CANADA,,Toronto ,11-20,11-20,Master's degree,Woman,White,143000.0,102960.0
25-34,Nonprofits,32520,200.0,USD,USA,Kentucky,Louisville ,8-10,8-10,Some college,Woman,White,32720.0,32720.0
25-34,Computing or Tech,110000,0.0,USD,USA,Maine,Portland,5-7,5-7,College degree,Woman,White,110000.0,110000.0
25-34,Insurance,100000,25000.0,USD,USA,New York,Garden city,11-20,8-10,Master's degree,Woman,White,125000.0,125000.0
25-34,"Accounting, Banking & Finance",78000,11700.0,USD,USA,Tennessee,Brentwood ,8-10,5-7,Master's degree,Woman,White,89700.0,89700.0
35-44,Computing or Tech,60700,0.0,USD,USA,New York,"Tarrytown, NY",11-20,5-7,Master's degree,Woman,White,60700.0,60700.0
25-34,Law,200000,15000.0,USD,USA,Texas,San Antonio ,2-4,2-4,"Professional degree (MD, JD, etc.)",Woman,White,215000.0,215000.0
45-54,Computing or Tech,141000,0.0,USD,USA,California,Irvine,21-30,21-30,Some college,Woman,"Hispanic, Latino, or Spanish origin, Native American or Alaska Native",141000.0,141000.0
25-34,Retail,34320,0.0,USD,USA,Kansas,Manhattan,8-10,5-7,College degree,Woman,White,34320.0,34320.0
25-34,Social Work,50000,0.0,USD,USA,Wisconsin,Appleton,5-7,5-7,Master's degree,Woman,White,50000.0,50000.0
18-24,"Accounting, Banking & Finance",22500,0.0,GBP,UK,,Winchester,2-4,2-4,Some college,Woman,White,22500.0,30150.0
45-54,Recruitment or HR,18450,2000.0,GBP,UK,,Plymouth,21-30,2-4,College degree,Woman,White,20450.0,27403.0
45-54,Nonprofits,72100,0.0,USD,USA,Virginia,Arlington,11-20,5-7,Master's degree,Woman,White,72100.0,72100.0
35-44,"Accounting, Banking & Finance",145000,0.0,USD,USA,Massachusetts,Boston,11-20,0-1,PhD,Woman,White,145000.0,145000.0
25-34,"Accounting, Banking & Finance",94000,6000.0,USD,USA,Pennsylvania,Pittsburgh ,8-10,8-10,Master's degree,Woman,White,100000.0,100000.0
35-44,Agriculture or Forestry,35000,0.0,USD,USA,Wisconsin,Viroqua,11-20,2-4,College degree,Woman,White,35000.0,35000.0
45-54,Recruitment or HR,115000,45000.0,USD,USA,Massachusetts,Hingham ,21-30,21-30,Some college,Woman,White,160000.0,160000.0
35-44,Computing or Tech,160000,52000.0,USD,USA,California,Santa Clara,11-20,8-10,Master's degree,Woman,White,212000.0,212000.0
35-44,Health care,52000,5000.0,USD,USA,New York,Rochester,11-20,8-10,Some college,Woman,White,57000.0,57000.0
25-34,Engineering or Manufacturing,40000,0.0,USD,USA,New York,Buffalo,8-10,2-4,Master's degree,Woman,White,40000.0,40000.0
35-44,Business or Consulting,104000,0.0,USD,USA,Michigan,Grand rapids,11-20,11-20,College degree,Woman,Native American or Alaska Native,104000.0,104000.0
18-24,Engineering or Manufacturing,60000,3500.0,USD,USA,New York,Greene,2-4,2-4,College degree,Woman,White,63500.0,63500.0
25-34,Art & Design,120000,0.0,USD,USA,California,Los Angeles,8-10,8-10,College degree,Woman,Asian or Asian American,120000.0,120000.0
55-64,Entertainment,135200,0.0,USD,USA,California,Los Angeles,11-20,31-40,Master's degree,Woman,White,135200.0,135200.0
25-34,Health care,36000,0.0,USD,USA,Idaho,Coeur d’Alene,5-7,2-4,Master's degree,Woman,White,36000.0,36000.0
25-34,Libraries,47984,0.0,USD,USA,Ohio,Columbus,8-10,8-10,College degree,Woman,White,47984.0,47984.0
35-44,"Accounting, Banking & Finance",110000,10000.0,USD,USA,Illinois,Chicago ,5-7,5-7,College degree,Woman,White,120000.0,120000.0
25-34,Nonprofits,37500,1500.0,USD,USA,Arizona,Tucson,5-7,5-7,College degree,Woman,White,39000.0,39000.0
25-34,Recruitment or HR,24000,0.0,GBP,UK,,Glasgow ,2-4,2-4,College degree,Woman,White,24000.0,32160.000000000004
35-44,Energy,113000,30000.0,USD,USA,Texas,Houston,11-20,11-20,College degree,Woman,White,143000.0,143000.0
18-24,Government and Public Administration,76000,2000.0,USD,USA,California,san francisco,0-1,0-1,College degree,Woman,Asian or Asian American,78000.0,78000.0
25-34,Computing or Tech,50000,8000.0,USD,USA,Texas,Frisco,8-10,0-1,College degree,Woman,White,58000.0,58000.0
25-34,Hospitality & Events,18532,0.0,GBP,UK,,"Stone, Staffordshire",8-10,2-4,Some college,Woman,White,18532.0,24832.88
25-34,"Accounting, Banking & Finance",59000,2000.0,CAD,CANADA,,Slave lake ,5-7,2-4,Some college,Woman,White,61000.0,43920.0
25-34,"Leisure, Sport & Tourism",47500,0.0,USD,USA,Missouri,Kansas City,5-7,5-7,College degree,Woman,White,47500.0,47500.0
25-34,Behavior analysis/mental health,90000,5000.0,USD,USA,Wisconsin,Milwaukee,5-7,5-7,Master's degree,Woman,White,95000.0,95000.0
18-24,Engineering or Manufacturing,61500,0.0,USD,USA,Florida,Fort Myers,0-1,0-1,Master's degree,Woman,White,61500.0,61500.0
25-34,Government and Public Administration,29000,0.0,USD,USA,Kentucky,Frankfort ,21-30,2-4,College degree,Woman,White,29000.0,29000.0
55-64,Law,41000,0.0,GBP,UK,,London,31-40,31-40,Some college,Woman,White,41000.0,54940.0
25-34,Education (Primary/Secondary),440000,0.0,GBP,UK,,Leeds,8-10,8-10,Master's degree,Woman,White,440000.0,589600.0
25-34,Property or Construction,70000,0.0,GBP,UK,,London,11-20,11-20,College degree,Woman,White,70000.0,93800.0
25-34,"Accounting, Banking & Finance",60000,1500.0,USD,USA,California,Los Angeles,5-7,5-7,College degree,Woman,"Asian or Asian American, White",61500.0,61500.0
35-44,Agriculture or Forestry,100000,10000.0,USD,USA,Connecticut,Stratford,11-20,11-20,Master's degree,Woman,White,110000.0,110000.0
35-44,Law,65000,5000.0,USD,USA,Washington,Seattle,21-30,5-7,High School,Man,White,70000.0,70000.0
25-34,Media & Digital,65000,0.0,USD,USA,Texas,Austin,2-4,2-4,College degree,Woman,White,65000.0,65000.0
25-34,Nonprofits,50000,0.0,USD,USA,Florida,Gainesville,5-7,5-7,Master's degree,Woman,White,50000.0,50000.0
35-44,Engineering or Manufacturing,75000,0.0,USD,USA,Wisconsin,Neenah,21-30,8-10,College degree,Woman,Asian or Asian American,75000.0,75000.0
25-34,"Accounting, Banking & Finance",38000,0.0,USD,USA,Florida,Merritt Island,5-7,5-7,College degree,Woman,White,38000.0,38000.0
25-34,Computing or Tech,130200,20000.0,USD,USA,Georgia,Atlanta,2-4,2-4,College degree,Man,White,150200.0,150200.0
25-34,Education (Higher Education),65000,0.0,USD,USA,New Jersey,Galloway/Atlantic City ,8-10,8-10,Master's degree,Woman,White,65000.0,65000.0
55-64,"Accounting, Banking & Finance",47125,1000.0,USD,USA,Florida,Maitland,5-7,5-7,Some college,Woman,White,48125.0,48125.0
35-44,"Accounting, Banking & Finance",80000,10000.0,CAD,CANADA,,Vancouver,8-10,8-10,College degree,Woman,White,90000.0,64800.0
45-54,Property or Construction,41600,350.0,USD,USA,Florida,Tampa,11-20,5-7,College degree,Woman,White,41950.0,41950.0
45-54,Art & Design,95000,0.0,USD,USA,Florida,West palm beach ,21-30,21-30,College degree,Woman,White,95000.0,95000.0
25-34,Architecture ,56000,2000.0,USD,USA,Nevada,Las Vegas ,2-4,2-4,College degree,Woman,"Black or African American, White",58000.0,58000.0
35-44,Nonprofits,80000,0.0,USD,USA,Virginia,Alexandria,11-20,11-20,College degree,Woman,White,80000.0,80000.0
35-44,Art & Design,27000,0.0,USD,USA,South Carolina,Columbia,8-10,8-10,Master's degree,Woman,White,27000.0,27000.0
35-44,Engineering or Manufacturing,140000,30000.0,USD,USA,Michigan,Grand Rapids,21-30,21-30,College degree,Woman,White,170000.0,170000.0
25-34,"Marketing, Advertising & PR",51000,0.0,CAD,CANADA,,Toronto,2-4,2-4,College degree,Woman,White,51000.0,36720.0
25-34,Art & Design,28000,150.0,USD,USA,Texas,Houston ,8-10,8-10,High School,Other or prefer not to answer,Another option not listed here or prefer not to answer,28150.0,28150.0
55-64,Media & Digital,155000,15000.0,USD,USA,Virginia,McLean,31-40,11-20,Master's degree,Man,White,170000.0,170000.0
35-44,"Marketing, Advertising & PR",230000,80000.0,USD,USA,Florida,Miami,21-30,21-30,Master's degree,Woman,White,310000.0,310000.0
45-54,Nonprofits,65000,0.0,USD,USA,North Carolina,Winston Salem,21-30,8-10,Master's degree,Woman,White,65000.0,65000.0
35-44,Nonprofits,175000,4000.0,USD,USA,Illinois,Chicago,21-30,8-10,Master's degree,Woman,White,179000.0,179000.0
25-34,Entertainment,90000,0.0,USD,USA,California,Los Angeles,8-10,8-10,College degree,Woman,White,90000.0,90000.0
25-34,Social Work,64000,0.0,USD,USA,Oregon,portland ,11-20,8-10,Master's degree,Woman,White,64000.0,64000.0
35-44,"Accounting, Banking & Finance",115000,5000.0,CAD,CANADA,,Calgary,5-7,5-7,PhD,Woman,Asian or Asian American,120000.0,86400.0
25-34,Social Work,48000,500.0,USD,USA,Massachusetts,Boston,8-10,8-10,Master's degree,Woman,White,48500.0,48500.0
25-34,Sales,38000,0.0,USD,USA,Oregon,Salem,2-4,2-4,Some college,Woman,White,38000.0,38000.0
25-34,Art & Design,30000,0.0,USD,USA,Iowa,Waterloo,5-7,5-7,College degree,Man,White,30000.0,30000.0
45-54,Social Work,28000,0.0,CAD,CANADA,,Winnipeg,8-10,8-10,Some college,Woman,White,28000.0,20160.0
35-44,Business or Consulting,125000,4000.0,USD,USA,Wisconsin,Madison,21-30,11-20,College degree,Woman,White,129000.0,129000.0
25-34,Health care,90000,1000.0,CAD,CANADA,,Toronto,11-20,11-20,College degree,Woman,Asian or Asian American,91000.0,65520.0
35-44,Clinical research,69826,6000.0,USD,USA,Oregon,Portland,11-20,11-20,College degree,Woman,White,75826.0,75826.0
25-34,Computing or Tech,73000,5000.0,USD,USA,Washington,Seattle,11-20,5-7,Master's degree,Woman,White,78000.0,78000.0
35-44,Government and Public Administration,90000,2000.0,USD,USA,Washington,Seattle,11-20,8-10,Master's degree,Woman,White,92000.0,92000.0
55-64,Nonprofits,111000,0.0,USD,USA,Connecticut,Hartford,21-30,11-20,Master's degree,Woman,White,111000.0,111000.0
18-24,Computing or Tech,75000,0.0,USD,USA,North Carolina,Raleigh,2-4,0-1,College degree,Man,White,75000.0,75000.0
45-54,Social Work,43680,0.0,USD,USA,Wisconsin,RACINE ,21-30,21-30,College degree,Woman,White,43680.0,43680.0
35-44,Nonprofits,45000,0.0,GBP,UK,,Liverpool ,11-20,8-10,College degree,Woman,White,45000.0,60300.0
35-44,"Accounting, Banking & Finance",60000,1000.0,USD,USA,Georgia,Savannah,11-20,8-10,Master's degree,Woman,White,61000.0,61000.0
35-44,Nonprofits,130000,0.0,USD,USA,Virginia,Alexandria ,11-20,11-20,College degree,Woman,White,130000.0,130000.0
35-44,Computing or Tech,165000,35000.0,USD,USA,Massachusetts,Boston,11-20,11-20,Master's degree,Man,White,200000.0,200000.0
18-24,Nonprofits,33000,200.0,USD,USA,Kansas,Lawrence,8-10,5-7,College degree,Non-binary,White,33200.0,33200.0
35-44,"Accounting, Banking & Finance",153000,25000.0,USD,USA,Florida,Tampa,11-20,11-20,College degree,Woman,White,178000.0,178000.0
25-34,Operations,110000,10000.0,USD,USA,Oregon,Beaverton,11-20,2-4,College degree,Woman,White,120000.0,120000.0
25-34,Nonprofits,47000,0.0,USD,USA,Virginia,Richmond ,8-10,8-10,Master's degree,Woman,White,47000.0,47000.0
25-34,Property or Construction,58000,2000.0,USD,USA,Illinois,Moline,5-7,5-7,College degree,Woman,White,60000.0,60000.0
35-44,"Accounting, Banking & Finance",125000,20000.0,USD,USA,Kansas,Overland Park,11-20,11-20,Master's degree,Woman,White,145000.0,145000.0
18-24,Government and Public Administration,35360,0.0,USD,USA,Texas,Houston,2-4,0-1,College degree,Woman,Another option not listed here or prefer not to answer,35360.0,35360.0
35-44,"Marketing, Advertising & PR",118500,0.0,USD,USA,District of Columbia,Washington ,11-20,11-20,College degree,Woman,White,118500.0,118500.0
25-34,Insurance,38000,1500.0,USD,USA,Michigan,Grand Rapids,2-4,2-4,Some college,Woman,White,39500.0,39500.0
25-34,Philanthropy ,75000,0.0,USD,USA,California,Los Angeles,2-4,5-7,Master's degree,Woman,"Hispanic, Latino, or Spanish origin",75000.0,75000.0
35-44,"Accounting, Banking & Finance",127000,25000.0,USD,USA,Pennsylvania,Pittsburgh,21-30,21-30,College degree,Woman,White,152000.0,152000.0
35-44,Health care,50000,3000.0,USD,USA,Texas,Abilene,5-7,2-4,College degree,Other or prefer not to answer,White,53000.0,53000.0
35-44,"Accounting, Banking & Finance",52000,0.0,USD,USA,Kansas,Ottawa,11-20,11-20,College degree,Woman,White,52000.0,52000.0
55-64,Educ tech,42000,500.0,USD,USA,Minnesota,Bloomington,31-40,2-4,Some college,Woman,White,42500.0,42500.0
25-34,Media & Digital,73000,5000.0,USD,USA,New York,New York,2-4,2-4,College degree,Woman,"Hispanic, Latino, or Spanish origin, White",78000.0,78000.0
35-44,Utilities & Telecommunications,101000,11000.0,USD,USA,Illinois,Chicago ,11-20,11-20,Master's degree,Woman,White,112000.0,112000.0
25-34,Nonprofits,65000,0.0,USD,USA,Arizona,Scottsdale,8-10,8-10,College degree,Woman,White,65000.0,65000.0
35-44,Nonprofits,40979,0.0,USD,USA,Pennsylvania,Philadelphia ,8-10,5-7,Master's degree,Woman,White,40979.0,40979.0
25-34,Sales,40000,95000.0,GBP,UK,,Manchester,11-20,8-10,College degree,Woman,Another option not listed here or prefer not to answer,135000.0,180900.0
25-34,Education (Higher Education),72000,600.0,USD,USA,Maryland,Baltimore,8-10,5-7,PhD,Woman,"Middle Eastern or Northern African, White",72600.0,72600.0
35-44,"Accounting, Banking & Finance",87000,0.0,USD,USA,Alabama,Montgomery ,11-20,11-20,College degree,Woman,White,87000.0,87000.0
25-34,Law,220000,82000.0,USD,USA,New York,New York,2-4,2-4,"Professional degree (MD, JD, etc.)",Woman,White,302000.0,302000.0
35-44,Education (Primary/Secondary),74000,0.0,USD,USA,Massachusetts,Chelmsford,11-20,11-20,Master's degree,Woman,White,74000.0,74000.0
35-44,Education (Primary/Secondary),59000,0.0,USD,USA,Tennessee,Franklin TN,11-20,11-20,"Professional degree (MD, JD, etc.)",Woman,White,59000.0,59000.0
25-34,Property or Construction,40000,0.0,USD,USA,Texas,Howe,11-20,5-7,Some college,Woman,White,40000.0,40000.0
45-54,Education (Primary/Secondary),76000,0.0,USD,USA,Tennessee,Memphis,21-30,11-20,PhD,Woman,White,76000.0,76000.0
35-44,Health care,88400,12000.0,USD,USA,Florida,Gainesville,11-20,11-20,Master's degree,Woman,White,100400.0,100400.0
25-34,Computing or Tech,131000,0.0,USD,USA,New York,New York City,5-7,2-4,College degree,Man,"Hispanic, Latino, or Spanish origin",131000.0,131000.0
45-54,Hospitality & Events,120000,30000.0,USD,USA,Florida,Miami,11-20,11-20,Some college,Woman,White,150000.0,150000.0
55-64,Government and Public Administration,150000,0.0,USD,USA,District of Columbia,DC,31-40,31-40,College degree,Woman,White,150000.0,150000.0
25-34,Government and Public Administration,70000,0.0,USD,USA,Ohio,Columbus,8-10,5-7,Master's degree,Woman,White,70000.0,70000.0
35-44,Automotive,91000,8000.0,USD,USA,Michigan,Saline,11-20,5-7,College degree,Woman,White,99000.0,99000.0
35-44,Retail,137000,20000.0,USD,USA,Minnesota,Minneapolis ,21-30,11-20,Master's degree,Woman,White,157000.0,157000.0
35-44,Computing or Tech,97000,70000.0,USD,USA,Washington,Seattle ,11-20,11-20,College degree,Woman,White,167000.0,167000.0
25-34,Education (Higher Education),23647,0.0,GBP,UK,,"St Andrews, Scotland ",8-10,5-7,PhD,Woman,White,23647.0,31686.980000000003
35-44,Education (Primary/Secondary),65000,1500.0,USD,USA,Kentucky,Fort Campbell,11-20,11-20,Master's degree,Woman,White,66500.0,66500.0
35-44,Health care,97000,0.0,USD,USA,Missouri,Wentzville,11-20,2-4,Master's degree,Woman,White,97000.0,97000.0
25-34,Pharmaceuticals,84000,8400.0,USD,USA,Indiana,Indianapolis ,11-20,5-7,College degree,Woman,White,92400.0,92400.0
45-54,Business or Consulting,105000,0.0,USD,USA,Washington,Chehalis ,11-20,5-7,College degree,Woman,White,105000.0,105000.0
45-54,Education (Higher Education),42684,0.0,CAD,CANADA,,"Calgary, Alberta",8-10,2-4,Some college,Woman,White,42684.0,30732.48
45-54,"Accounting, Banking & Finance",144000,20000.0,USD,USA,Arizona,Phoenix,21-30,21-30,College degree,Woman,White,164000.0,164000.0
25-34,Social Work,35000,0.0,USD,USA,"Delaware, Pennsylvania","Wilmington, DE and Philadelphia, PA",5-7,2-4,Master's degree,Non-binary,White,35000.0,35000.0
35-44,Government and Public Administration,103000,0.0,USD,USA,Massachusetts,Cambridge,8-10,2-4,PhD,Woman,White,103000.0,103000.0
35-44,Repair facility for heavy duty trucks,65000,0.0,USD,USA,Connecticut,Nope,11-20,11-20,High School,Other or prefer not to answer,White,65000.0,65000.0
35-44,Health care,72000,0.0,USD,USA,Wisconsin,Madison,11-20,5-7,Master's degree,Woman,White,72000.0,72000.0
25-34,Law,68000,2000.0,USD,USA,Massachusetts,Springfield,5-7,2-4,"Professional degree (MD, JD, etc.)",Woman,White,70000.0,70000.0
25-34,Transport or Logistics,90000,0.0,USD,USA,Virginia,Quantico ,8-10,8-10,Master's degree,Woman,"Asian or Asian American, Another option not listed here or prefer not to answer",90000.0,90000.0
35-44,Computing or Tech,108000,0.0,CAD,CANADA,,Winnipeg,21-30,21-30,College degree,Woman,White,108000.0,77760.0
35-44,Engineering or Manufacturing,60000,0.0,USD,USA,California,Roseville,8-10,2-4,Some college,Woman,"Hispanic, Latino, or Spanish origin",60000.0,60000.0
45-54,Retail,105000,0.0,USD,USA,Michigan,Detroit ,21-30,11-20,College degree,Woman,White,105000.0,105000.0
18-24,Engineering or Manufacturing,72340,7234.0,USD,USA,North Carolina,Raleigh,0-1,0-1,College degree,Man,"Asian or Asian American, White",79574.0,79574.0
45-54,Education (Primary/Secondary),150000,0.0,USD,USA,New York,Brooklyn,21-30,8-10,Master's degree,Man,White,150000.0,150000.0
25-34,Health care,46725,0.0,USD,USA,Wisconsin,Brookfield,5-7,0-1,College degree,Non-binary,White,46725.0,46725.0
35-44,Property or Construction,133900,0.0,USD,USA,Illinois,Chicago,11-20,11-20,College degree,Woman,White,133900.0,133900.0
